codigo,categoria,unidad,descripcion_corta,descripcion_detallada,mano_de_obra,maquinaria,materiales_y_otros,precio_total,tags,tipo,fecha
A02M060,CAL,m3,"M.B.C.II/B-P 32,5N BL-II/A-L 42,5R 1/2/4","Mortero bastardo con cemento CEM II/B-P 32,5 N, cemento blanco BL-II/A-L 42,5 R y arena de río de dosificación 1/2/4, confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.96,127.08,151.6,"bastardo, areno, hormigón, confeccionar, mortero, río, cemento, blanco, dosificación, ",Partida,2000-01-31
A02M070,CAL,m3,"M.B.C:II/B-P 32,5N BL-II/A-L 42,5R 1/1/4","Mortero bastardo con cemento CEM II/B-P 32,5 N, cemento blanco BL-II/A-L 42,5 R y arena blanca nº 2 de dosificación 1/1/4, confeccionado con hormigonera de 250 l.,s/RC-03.",23.56,0.96,93.97,118.5,"mortero, dosificación, confeccionar, bastardo, hormigón, cemento, blanco, areno, ",Partida,2000-01-31
A02M080,CAL,m3,"M.B.C.II/B-P 32,5N BL-II/A-L 42,5R 1/2/4","Mortero bastardo con cemento CEM II/B-P 32,5 N, cemento blanco BL-II/A-L 42,5 R y arena blanca nº 2 de dosificación 1/2/4, confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.96,127.23,151.76,"hormigón, confeccionar, bastardo, dosificación, mortero, blanco, cemento, areno, ",Partida,2000-01-31
A02S#,MIXTOS,,ESPECIALES,ESPECIALES,0.0,0.0,0.0,0.0,"especial, ",Capítulo,2000-01-31
A02S010,MIXTOS,m3,MORTERO CEMENTO HIDRÓFUGO 1/3,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/3 con aditivo hidrófugo confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,61.12,85.46,"hidrófugo, mortero, río, confeccionar, dosificación, areno, hormigón, aditivo, cemento, ",Partida,2000-01-31
A02S020,MIXTOS,m3,MORTERO CEMENTO HIDRÓFUGO 1/4,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/4 con aditivo hidrófugo confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,52.65,76.99,"hormigón, cemento, confeccionar, hidrófugo, areno, mortero, río, dosificación, aditivo, ",Partida,2000-01-31
A02S030,MIXTOS,m3,MORTERO CEMENTO HIDRÓFUGO 1/6,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/6 con aditivo hidrófugo confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,43.39,67.72,"hormigón, dosificación, aditivo, hidrófugo, areno, río, cemento, confeccionar, mortero, ",Partida,2000-01-31
A02S034,MIXTOS,m3,"MORT. CEMENTO BL-II/A-L 42,5 R HIDR.1/3","Mortero de cemento blanco BL-II/A-L 42,5 R y arena de río de dosificación 1/3 con aditivo hidrófugo, confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,87.55,111.88,"dosificación, hidrófugo, confeccionar, hormigón, hidráulico, mortero, río, blanco, areno, cemento, aditivo, ",Partida,2000-01-31
A02S035,MIXTOS,m3,"MORT. CEMENTO BL-II/A-L 42,5 R HIDR.1/4","Mortero de cemento blanco BL-II/A-L 42,5 R y arena de río de dosificación 1/4 con aditivo hidrófugo, confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.0,54.34,77.9,"hidráulico, río, cemento, confeccionar, hidrófugo, aditivo, mortero, dosificación, blanco, areno, hormigón, ",Partida,2000-01-31
A02S036,MIXTOS,m3,"MORT. CEMENTO BL-II/A-L 42,5 R HIDR.1/6","Mortero de cemento blanco BL-II/A-L 42,5 R y arena de río de dosificación 1/6 con aditivo hidrófugo, confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,58.4,82.74,"río, hormigón, dosificación, hidrófugo, hidráulico, mortero, blanco, areno, aditivo, cemento, confeccionar, ",Partida,2000-01-31
A02S038,MIXTOS,m3,MORTERO CEMENTO C/PLASTIFIC.1/3,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/3 con aditivo plastificante confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,58.91,83.25,"aditivo, río, cemento, confeccionar, plasticidad, mortero, dosificación, areno, hormigón, ",Partida,2000-01-31
A02S039,MIXTOS,m3,MORTERO CEMENTO C/PLASTIFIC.1/4,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/4 con aditivo plastificante confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,50.9,75.23,"río, mortero, plasticidad, aditivo, dosificación, areno, cemento, hormigón, confeccionar, ",Partida,2000-01-31
A02S040,MIXTOS,m3,MORTERO CEMENTO C/PLASTIFIC.1/6,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/6 con aditivo plastificante confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,42.12,66.45,"aditivo, confeccionar, cemento, plasticidad, mortero, río, dosificación, areno, hormigón, ",Partida,2000-01-31
A02S050,MIXTOS,m3,MORTERO CEMENTO CON AIREANTE 1/6,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/6 con aditivo aireante confeccionado con hormigonera de 250 l., s/RC-03.",23.56,0.77,44.51,68.84,"confeccionar, hormigón, dosificación, aireante, areno, cemento, mortero, río, aditivo, ",Partida,2000-01-31
A02S060,MIXTOS,m3,MORTERO ALIGERA.PERLITA B-10 1/6,"Mortero aligerado de cemento CEM II/B-P 32,5 N y  árido ligero tipo Perlita B-10 de dosificación 1/6, con aditivo aireante, confeccionado con hormigonera de 250 l., s/RC-03.",13.09,0.77,92.72,106.58,"dosificación, ligero, confeccionar, cemento, aditivo, hormigón, mortero, Perlita, aireante, ",Partida,2000-01-31
A02S061,MIXTOS,m3,MORTERO ALIGERA.PERLITA A-13 1/6,"Mortero aligerado de cemento CEM II/B-P 32,5 N y  árido ligero tipo Perlita A-13 de dosificación 1/6, con aditivo aireante, confeccionado con hormigonera de 250 l., s/RC-03.",13.09,0.77,109.68,123.54,"ligero, confeccionar, dosificación, aireante, cemento, mortero, aditivo, Perlita, hormigón, ",Partida,2000-01-31
A02S070,MIXTOS,m3,MORTERO PERLITA CON ESCAYOLA,"Mortero aligerado de escayola y  árido ligero tipo Perlita B-10, amasado a mano, s/RY-85.",26.18,0.0,68.39,94.57,"mano, Perlita, escayola, amasado, mortero, ligero, ",Partida,2000-01-31
A02S080,MIXTOS,m3,MORTERO PERLITA CON YESO,"Mortero aligerado de yeso y  árido ligero tipo Perlita B-10, amasado a mano, s/RY-85.",26.18,0.0,72.84,99.03,"mano, ligero, yeso, mortero, Perlita, amasado, ",Partida,2000-01-31
A02S090,MIXTOS,m3,MORTERO AISLANTE ARLITA 650 kg/m3,"Mortero aislante de densidad 650 kg/m3 de cemento CEM II/B-P 32,5 N y  arcilla expandida Arlita tipo G-3 o F-3, confeccionado con hormigonera de 250 l., s/RC-03.",13.09,0.81,60.35,74.25,"expandido, arcilla, densidad, cemento, confeccionar, mortero, aislante, hormigón, ",Partida,2000-01-31
A02S091,MIXTOS,m3,MORTERO LIGERO S/POROS ARLITA 1400kg/m3,"Mortero ligero sin poros de densidad 1400 kg/m3, de cemento CEM II/B-P 32,5 N, arena de río y arcilla expandida Arlita tipo G-3 o F-3, confeccionado con hormigonera de 200 l., s/RC-03.",15.71,1.01,59.45,76.18,"cemento, porosidad, hormigón, confeccionar, densidad, ligero, mortero, río, areno, expandido, arcilla, ",Partida,2000-01-31
A02S093,MIXTOS,m3,MORTERO AISLANTE ARLITA A-5 1/6 M-40,"Mortero aislante de densidad máxima 1100 kg/m3, de cemento CEM II/B-P 32,5 N y arena de arcilla expandida Arlita A-5 de dosificación 1/6, confeccionado con hormigonera de 250 l., s/RC-03.",13.09,0.77,72.01,85.87,"aislante, hormigón, dosificación, confeccionar, densidad, expandido, cemento, mortero, areno, máximo, arcilla, ",Partida,2000-01-31
A02S095,MIXTOS,m3,MORT.BAST.AISLANTE.ARLITA 1/1/6 M-40b,"Mortero aislante de densidad máxima 1100 kg/m3, de cemento CEM II/B-P 32,5 N, cal y arena de arcilla expandida Arlita A-5, de dosificación 1/1/6, confeccionado con hormigonera de 200 l., s/RC-03.",13.09,0.96,81.38,95.44,"areno, dosificación, máximo, confeccionar, densidad, aislante, hormigón, cal, cemento, mortero, arcilla, expandido, ",Partida,2000-01-31
A02S100,MIXTOS,m3,MORT.CEM.ALIG. C/VERMICULITA 1/6,"Mortero aligerado de cemento CEM II/B-P 32,5 N y vermiculita expandida G.1 de dosificación 1/6 confeccionado con hormigonera de 250 l., s/RC-03.",13.09,0.77,126.44,140.3,"mortero, expandido, confeccionar, vermiculita, dosificación, cemento, hormigón, ligero, ",Partida,2000-01-31
A02S110,MIXTOS,m3,MORT YESO ALIG.C/VERMICULITA,"Mortero aligerado de yeso y vermiculita expandida G-1, amasado a mano, s/RY-85.",39.27,0.0,57.79,97.06,"yeso, mano, expandido, ligero, vermiculita, amasado, mortero, ",Partida,2000-01-31
A02S120,MIXTOS,m3,MORTERO ASFÁLTICO 1/6,Mortero de emulsión asfáltica y arena de río de dosificación 1/4  confeccionado con hormigonera de 250 l.,29.45,0.77,310.57,340.8,"dosificación, emulsión, confeccionar, asfalto, mortero, areno, hormigón, río, ",Partida,2000-01-31
A02S130,MIXTOS,m3,MORTERO CEMENTO Y RESINAS 1/4,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/4 aditivado con resinas epoxi, confeccionado con hormigonera de 250 l., s/RC-03.",26.18,0.77,87.48,114.43,"hormigón, confeccionar, cemento, resina, río, areno, dosificación, epoxi, mortero, ",Partida,2000-01-31
A02S140,MIXTOS,m3,MORTERO CEMENTO Y RESINAS 1/6,"Mortero de cemento CEM II/B-P 32,5 N y arena de río de dosificación 1/6 aditivado con resinas epoxi, confeccionado con hormigonera de 250 l., s/RC-03.",26.18,0.77,68.25,95.2,"epoxi, mortero, resina, confeccionar, río, areno, hormigón, cemento, dosificación, ",Partida,2000-01-31
A02S145,MIXTOS,m3,MORT.REFRACTARIO ARLITA 1/3,"Mortero de cemento refractario y arena de arcilla expandida Arlita A-5, de dosificación 1/3, confeccionado en hormigonera de 200 l., s/RC-03.",13.09,0.77,235.35,249.22,"cemento, dosificación, confeccionar, refractario, areno, arcilla, hormigón, mortero, expandido, ",Partida,2000-01-31
A02S150,MIXTOS,m3,MORTERO REFRACTARIO 1/3,"Mortero de cemento refractario y chamota (similar a la tierra refractaria) de dosificación 1/3, confeccionado con hormigonera de 250 l., s/RC-03.",22.25,0.77,477.81,500.83,"dosificación, hormigón, refractario, mortero, cemento, tierra, confeccionar, ",Partida,2000-01-31
A02S200,MIXTOS,m3,MORTERO DE CAL POLVO Y ARCILLA TAPIAL,"Mortero u hormigón de arcilla para tapial preparada a base de cal apagada en polvo, cemento blanco, arena de granulometría 0/3 y grava 10/20, confeccionada en obra a mano.",47.48,0.0,66.97,114.46,"obra, preparación, hormigón, apagado, arcilla, base, confeccionar, granulometría, mortero, grava, polvo, blanco, areno, cemento, mano, cal, ",Partida,2000-01-31
A02S210,MIXTOS,m3,MORTERO DE CAL GRASA Y ARCILLA TAPIAL,"Mortero u hormigón de arcilla para tapial preparada a base de tierras escogidas con pocos áridos cal apagada en pasta, cemento blanco, arena rodado de granulometría 0/3, confeccionada en obra a mano.",47.48,0.0,91.8,139.29,"base, mano, confeccionar, preparación, apagado, obra, granulometría, mortero, arcilla, cal, hormigón, rodar, pasta, blanco, cemento, areno, tierra, ",Partida,2000-01-31
A02S220,MIXTOS,l.,MORTERO EPOXÍDICO TIXOTRÓPICO,"Mortero tixotrópico de formulación epoxídica, con carga tixotrópica neutra de  gel de sílice, preparación para inyecciones con carga, constituido por ligante, endurecedor en proporción 100/35, inhibidor, carga 1-6 mm. de tamaño máximo, comprendiendo suministro del material, fabricación del mortero en batidera mecánica a rotación y pérdidas globales consideradas en el proceso de ejecución y aplicación.",0.38,0.28,2.29,2.95,"tixotrópico, ligante, fabricación, ejecución, pérdida, gel, inyección, mortero, sílice, carga, preparación, material, mecánico, máximo, rotación, suministro, aplicación, epoxi, ",Partida,2000-01-31
A02S250,MIXTOS,m3,MORTERO 1/2 EXPANSIVO ALTA RESISTENCIA,"Mortero de cemento portland CEM II/B-P 32,5 N, arena de granulometría 0/3 lavada y aditivo expansivo fluido que le confiere alta resistencia inicial de 100 kg/cm2. a flexotracción y 700 kg/cm2. a compresión, de dosificación 1/2, confeccionado a máquina mediante mezcla del aditivo disuelto en agua en proporción  8:1 (3,5 l. de agua por 25 kg de aditivo) y mezclado mecánicamente durante 2-3 minutos, incluso suministro del material, fabricación del mortero y 3% de perdidas globales en  ejecución.",39.27,1.01,522.89,563.17,"mezcla, mecánico, compresión, granulometría, pérdida, fabricación, fluido, aditivo, flexotracción, ejecución, suministro, alto, confeccionar, mortero, resistencia, expandido, máquina, material, dosificación, lavadero, cemento, areno, agua, ",Partida,2000-01-31
A02S260,MIXTOS,m3,MORTERO 1/3 EXPANSIVO ALTA RESISTENCIA,"Mortero de cemento portland CEM II/B-P 32,5 N, arena de granulometría 0/3 lavada y aditivo expansivo fluido que le confiere alta resistencia inicial de 100 kg/cm2. a flexotracción y 700 kg/cm2. a compresión, de dosificación M-160a (1/3), confeccionado a máquina mediante mezcla del aditivo disuelto en agua en proporción  8:1 (3,5 l. de agua por 25 kg de aditivo) y mezclado mecánicamente durante 2-3 minutos, incluso suministro del material, fabricación del mortero y 3% de perdidas globales en  ejecución.",39.27,1.01,503.38,543.66,"ejecución, máquina, flexotracción, granulometría, confeccionar, fabricación, fluido, aditivo, mezcla, lavadero, compresión, resistencia, agua, mortero, expandido, alto, mecánico, dosificación, areno, cemento, suministro, pérdida, material, ",Partida,2000-01-31
A02S270,MIXTOS,m3,MORTERO 1/4 EXPANSIVO ALTA RESISTENCIA,"Mortero de cemento portland CEM II/B-P 32,5 N, arena de granulometría 0/3 lavada y aditivo expansivo fluido que le confiere alta resistencia inicial de 100 kg/cm2. a flexotracción y 700 kg/cm2. a compresión, de dosificación M-80a (1/4), confeccionado a máquina mediante mezcla del aditivo disuelto en agua en proporción  8:1 (3,5 l. de agua por 25 kg de aditivo) y mezclado mecánicamente durante 2-3 minutos, incluso suministro del material, fabricación del mortero y 3% de perdidas globales en  ejecución.",39.27,1.01,491.94,532.22,"aditivo, suministro, máquina, flexotracción, granulometría, pérdida, ejecución, confeccionar, fluido, mezcla, fabricación, expandido, compresión, cemento, areno, resistencia, alto, mecánico, material, dosificación, lavadero, mortero, agua, ",Partida,2000-01-31
A02S280,MIXTOS,m3,MORTERO 1/6 EXPANSIVO ALTA RESISTENCIA,"Mortero de cemento portland CEM II/B-P 32,5 N, arena de granulometría 0/3 lavada y aditivo expansivo fluido que le confiere alta resistencia inicial de 100 kg/cm2. a flexotracción y 700 kg/cm2. a compresión, de dosificación M-40a (1/6), confeccionado a máquina mediante mezcla del aditivo disuelto en agua en proporción  8:1 (3,5 l. de agua por 25 kg de aditivo) y mezclado mecánicamente durante 2-3 minutos, incluso suministro del material, fabricación del mortero y 3% de pérdidas globales en  ejecución.",39.27,1.01,479.1,519.38,"confeccionar, flexotracción, agua, máquina, compresión, pérdida, ejecución, fabricación, fluido, mezcla, suministro, aditivo, resistencia, granulometría, cemento, mecánico, expandido, alto, material, dosificación, lavadero, mortero, areno, ",Partida,2000-01-31
A02S282,MIXTOS,kg,IMPRIMACIÓN CON RESINA ISOFTÁLICA,"Resina de moldeo isoftálica de poliéster, para formulado de imprimación en diluyente de estireno con acelerante de octoato de cobalto al 6% y catalizador de peróxido al 50%, en dosificación 100/40/0,2/2,5 para un tiempo gel en recipiente de 10-30 minutos, comprendiendo formulación según temperaturas previstas de aplicación, suministro de los componentes y aditivos y mezcla en batidera mecánica incluso pérdidas de ejecución, limpieza de utensilios y envasado y etiquetado de la mezcla.",1.0,0.07,4.21,5.28,"aditivo, gel, cobalto, diluyente, recipiente, pérdida, imprimación, ejecución, temperatura, dosificación, componente, molde, poliéster, mezcla, mecánico, envase, resina, tiempo, suministro, aplicación, estireno, limpieza, ",Partida,2000-01-31
A02S283,MIXTOS,kg,IMPREGNACIÓN CON RESINA ISOFTÁLICA,"Resina de moldeo isoftálica de poliéster, para formulado de imprimación de poliéster bifenólico con concentrado de color, agentes tixotrópicos, acelerante de dimetilanilina al 5% y catalizador de peróxido de benzoilo al 50% en dosificación 100/0,4/1,5/5/3,5 para un tiempo gel en recipiente de 10-20 minutos, comprendiendo formulación según temperaturas previstas de aplicación, suministro de los componentes y aditivos y mezcla en batidera mecánica incluso pérdidas de ejecución, limpieza de utensilios y envasado y etiquetado de la mezcla.",1.0,0.07,5.3,6.37,"mezcla, recipiente, tixotrópico, concentrado, gel, imprimación, pérdida, temperatura, componente, aplicación, tiempo, color, molde, resina, poliéster, mecánico, limpieza, envase, suministro, aditivo, ejecución, dosificación, ",Partida,2000-01-31
A02S284,MIXTOS,kg,RESINA ISOSTÁLICA GEL DE PROTECCIÓN,"Resina de moldeo isoftálica de poliéster, para formulado de protección del gel con concentrado de color, agente tixotrópico, parafina, acelerante de octoato de cobalto al 6% y catalizador peróxido al 50%, en dosificación 100/0,8/2/3/0,25/3 para un tiempo gel en recipiente de 10-12 minutos, comprendiendo formulación según temperaturas previstas de aplicación, suministro de los componentes y aditivos y mezcla en batidera mecánica incluso pérdidas de ejecución, limpieza de utensilios y envasado y etiquetado de la mezcla.",1.0,0.07,5.13,6.2,"gel, cobalto, temperatura, ejecución, concentrado, componente, tixotrópico, mezcla, pérdida, tiempo, aditivo, protección, recipiente, envase, resina, poliéster, limpieza, dosificación, color, suministro, aplicación, molde, mecánico, ",Partida,2000-01-31
A02S290,MIXTOS,m3,MORTERO COTEGRAN RPL ACABADO RASP.LAB,"Mortero Cotegran RPL de Texsa Morteros acabado textura superficial raspado labrado, compuesto por cemento portland, aditivos y cargas minerales.",179.25,0.0,519.04,698.29,"compuesto, textura, mineral, raspado, superficie, carga, cemento, labrador, aditivo, mortero, ",Partida,2000-01-31
A02S300,MIXTOS,m3,MORTERO COTEGRAN NG  ACABADO RASP.FINO,"Mortero Cotegran NG de Texsa Morteros acabado textura superficial raspado fino abujardado, compuesto por cemento portland, aditivos y cargas minerales.",193.89,0.0,557.04,750.93,"fino, raspado, superficie, compuesto, aditivo, carga, cemento, mortero, mineral, textura, abujardado, ",Partida,2000-01-31
A02S310,MIXTOS,m3,MORTERO COTEGRAN RPB  ACABADO A.PROYEC.,"Mortero Cotegran RPB de Texsa Morteros acabado textura proyección árido de mármol de machaqueo de granulometría 5/9, compuesto por cemento portland, aditivos y cargas minerales.",179.25,0.0,536.46,715.72,"mortero, textura, granulometría, mineral, compuesto, proyección, cemento, machaqueo, mármol, aditivo, carga, ",Partida,2000-01-31
A02S320,MIXTOS,m3,MORTERO PREDUREX M REGULARIZ.SOPORT.,"Mortero Predurex M de Texsa Morteros para regularización de soportes, compuesto de cemento modificado y áridos seleccionados.",249.29,0.0,403.25,652.54,"cemento, soporte, modificado, compuesto, mortero, regulación, ",Partida,2000-01-31
A03#,ESPECIALES,,HORMIGONES,HORMIGONES,0.0,0.0,0.0,0.0,"hormigón, ",Capítulo,2000-01-31
A03H#,HORMIGONES,,HORMIGÓN POR DOSIFICACIÓN ELAB. EN OBRA,HORMIGÓN POR DOSIFICACIÓN ELAB. EN OBRA,0.0,0.0,0.0,0.0,"obra, dosificación, hormigón, ",Capítulo,2000-01-31
A03H050,HORMIGONES,m3,HORM. DOSIF. 250 kg /CEMENTO Tmáx.20,"Hormigón de dosificación 250 kg con cemento CEM II/B-P 32,5 N, arena de río y  árido rodado Tmáx. 20 mm., con hormigonera de 250 l., para vibrar y consistencia plástica.",9.16,1.17,46.66,56.99,"río, dosificación, consistencia, rodar, vibración, cemento, areno, plástico, hormigón, ",Partida,2000-01-31
